"scope","path","kind","workspace_state","root_state","canonical_state","workspace_disposition","root_disposition","canonical_capability","retained_destination","required_evidence"
"workspace_and_root_mirror","cognitive_classifier/build_bank.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","cognitive_classifier/build_bank.py","SHA-256 and consumer/provenance audit for cognitive_classifier/build_bank.py before workspace deletion"
"workspace_and_root_mirror","cognitive_classifier/classifier.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/cognitive_classifier/classifier.py (byte-identical capability)","cloud_run_service/cognitive_classifier/classifier.py","canonical test/oracle passes and no caller resolves root/workspace cognitive_classifier/classifier.py"
"workspace_and_root_mirror","cognitive_classifier/cues.py","runtime_or_support_code","present","byte_identical","divergent","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/cognitive_classifier/cues.py (authoritative canonical capability; workspace behavior rejected)","cloud_run_service/cognitive_classifier/cues.py","canonical test/oracle passes and no caller resolves root/workspace cognitive_classifier/cues.py"
"workspace_and_root_mirror","cognitive_classifier/curate_dataset.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","cognitive_classifier/curate_dataset.py","SHA-256 and consumer/provenance audit for cognitive_classifier/curate_dataset.py before workspace deletion"
"workspace_and_root_mirror","cognitive_classifier/label_space.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/cognitive_classifier/label_space.py (byte-identical capability)","cloud_run_service/cognitive_classifier/label_space.py","canonical test/oracle passes and no caller resolves root/workspace cognitive_classifier/label_space.py"
"workspace_and_root_mirror","cognitive_input_processor/input_processor.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/cognitive_input_processor/input_processor.py (byte-identical capability)","cloud_run_service/cognitive_input_processor/input_processor.py","canonical test/oracle passes and no caller resolves root/workspace cognitive_input_processor/input_processor.py"
"workspace_and_root_mirror","cognitive_input_processor/points_to_consider_developer.txt","documentation_or_provenance","present","byte_identical","byte_identical","discard_duplicate_canonical_present","retain_outside_runtime","cloud_run_service/cognitive_input_processor/points_to_consider_developer.txt (byte-identical capability)","cognitive_input_processor/points_to_consider_developer.txt","SHA-256 and consumer/provenance audit for cognitive_input_processor/points_to_consider_developer.txt before workspace deletion"
"workspace_and_root_mirror","concept_resolver/__init__.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/concept_resolver/__init__.py (byte-identical capability)","cloud_run_service/concept_resolver/__init__.py","canonical test/oracle passes and no caller resolves root/workspace concept_resolver/__init__.py"
"workspace_and_root_mirror","concept_resolver/build_resolver.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","concept_resolver/build_resolver.py","SHA-256 and consumer/provenance audit for concept_resolver/build_resolver.py before workspace deletion"
"workspace_and_root_mirror","concept_resolver/generate_gap_utterances.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","concept_resolver/generate_gap_utterances.py","SHA-256 and consumer/provenance audit for concept_resolver/generate_gap_utterances.py before workspace deletion"
"workspace_and_root_mirror","concept_resolver/resolver.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/concept_resolver/resolver.py (byte-identical capability)","cloud_run_service/concept_resolver/resolver.py","canonical test/oracle passes and no caller resolves root/workspace concept_resolver/resolver.py"
"workspace_and_root_mirror","concepts_list.txt","documentation_or_provenance","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","concepts_list.txt","SHA-256 and consumer/provenance audit for concepts_list.txt before workspace deletion"
"workspace_and_root_mirror","crop_figures.py","build_or_evaluation_tool","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","crop_figures.py","SHA-256 and consumer/provenance audit for crop_figures.py before workspace deletion"
"workspace_and_root_mirror","curriculum_seed_full.json","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","curriculum_seed_full.json","SHA-256 and consumer/provenance audit for curriculum_seed_full.json before workspace deletion"
"workspace_and_root_mirror","dataset/_pipeline_test_report.json","generated_or_operational_artifact","present","absent","absent","discard_obsolete_or_generated","not_present","no canonical equivalent required (generated or obsolete)","none","absence/consumer scan confirms dataset/_pipeline_test_report.json is not required after deletion"
"workspace_and_root_mirror","dataset/_pipeline_test_sent_frame.png","generated_or_operational_artifact","present","absent","absent","discard_obsolete_or_generated","not_present","no canonical equivalent required (generated or obsolete)","none","absence/consumer scan confirms dataset/_pipeline_test_sent_frame.png is not required after deletion"
"workspace_and_root_mirror","dataset/_pipeline_test_utterances.json","generated_or_operational_artifact","present","absent","absent","discard_obsolete_or_generated","not_present","no canonical equivalent required (generated or obsolete)","none","absence/consumer scan confirms dataset/_pipeline_test_utterances.json is not required after deletion"
"workspace_and_root_mirror","dataset/apply_audit_fixes.py","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/apply_audit_fixes.py","SHA-256 and consumer/provenance audit for dataset/apply_audit_fixes.py before workspace deletion"
"workspace_and_root_mirror","dataset/audit_fix_change_report.csv","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/audit_fix_change_report.csv","SHA-256 and consumer/provenance audit for dataset/audit_fix_change_report.csv before workspace deletion"
"workspace_and_root_mirror","dataset/audit_fix_detectors.py","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/audit_fix_detectors.py","SHA-256 and consumer/provenance audit for dataset/audit_fix_detectors.py before workspace deletion"
"workspace_and_root_mirror","dataset/augment_cache.jsonl","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/augment_cache.jsonl","SHA-256 and consumer/provenance audit for dataset/augment_cache.jsonl before workspace deletion"
"workspace_and_root_mirror","dataset/augmented_rare_labels.json","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/augmented_rare_labels.json","SHA-256 and consumer/provenance audit for dataset/augmented_rare_labels.json before workspace deletion"
"workspace_and_root_mirror","dataset/concept_gap_utterances.json","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/concept_gap_utterances.json","SHA-256 and consumer/provenance audit for dataset/concept_gap_utterances.json before workspace deletion"
"workspace_and_root_mirror","dataset/concept_resolver.jsonl","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/concept_resolver.jsonl","SHA-256 and consumer/provenance audit for dataset/concept_resolver.jsonl before workspace deletion"
"workspace_and_root_mirror","dataset/datasets_manifest.json","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/datasets_manifest.json","SHA-256 and consumer/provenance audit for dataset/datasets_manifest.json before workspace deletion"
"workspace_and_root_mirror","dataset/exemplar_dataset_10000_curated.json","data_or_visual_asset","present","byte_identical","byte_identical","discard_duplicate_canonical_present","retain_outside_runtime","cloud_run_service/dataset/exemplar_dataset_10000_curated.json (byte-identical capability)","dataset/exemplar_dataset_10000_curated.json","SHA-256 and consumer/provenance audit for dataset/exemplar_dataset_10000_curated.json before workspace deletion"
"workspace_and_root_mirror","dataset/exemplar_dataset_10000_fixed.json","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/exemplar_dataset_10000_fixed.json","SHA-256 and consumer/provenance audit for dataset/exemplar_dataset_10000_fixed.json before workspace deletion"
"workspace_and_root_mirror","dataset/fixed_dataset_change_report.csv","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/fixed_dataset_change_report.csv","SHA-256 and consumer/provenance audit for dataset/fixed_dataset_change_report.csv before workspace deletion"
"workspace_and_root_mirror","dataset/gap_gen_cache.jsonl","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/gap_gen_cache.jsonl","SHA-256 and consumer/provenance audit for dataset/gap_gen_cache.jsonl before workspace deletion"
"workspace_and_root_mirror","dataset/generate_t2_t3_samples.py","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/generate_t2_t3_samples.py","SHA-256 and consumer/provenance audit for dataset/generate_t2_t3_samples.py before workspace deletion"
"workspace_and_root_mirror","dataset/grounding_guard.jsonl","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/grounding_guard.jsonl","SHA-256 and consumer/provenance audit for dataset/grounding_guard.jsonl before workspace deletion"
"workspace_and_root_mirror","dataset/llm_fixed_audit_orchestrator.py","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/llm_fixed_audit_orchestrator.py","SHA-256 and consumer/provenance audit for dataset/llm_fixed_audit_orchestrator.py before workspace deletion"
"workspace_and_root_mirror","dataset/llm_representative_audit.py","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/llm_representative_audit.py","SHA-256 and consumer/provenance audit for dataset/llm_representative_audit.py before workspace deletion"
"workspace_and_root_mirror","dataset/misconception_clue_bank.jsonl","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/misconception_clue_bank.jsonl","SHA-256 and consumer/provenance audit for dataset/misconception_clue_bank.jsonl before workspace deletion"
"workspace_and_root_mirror","dataset/must_read_dataset_issue.txt","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/must_read_dataset_issue.txt","SHA-256 and consumer/provenance audit for dataset/must_read_dataset_issue.txt before workspace deletion"
"workspace_and_root_mirror","dataset/representation_tagger.jsonl","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/representation_tagger.jsonl","SHA-256 and consumer/provenance audit for dataset/representation_tagger.jsonl before workspace deletion"
"workspace_and_root_mirror","dataset/retrieval_relevance.jsonl","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/retrieval_relevance.jsonl","SHA-256 and consumer/provenance audit for dataset/retrieval_relevance.jsonl before workspace deletion"
"workspace_and_root_mirror","dataset/semantic_label_audit_report.csv","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/semantic_label_audit_report.csv","SHA-256 and consumer/provenance audit for dataset/semantic_label_audit_report.csv before workspace deletion"
"workspace_and_root_mirror","dataset/semantic_label_contradictions_strict.csv","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/semantic_label_contradictions_strict.csv","SHA-256 and consumer/provenance audit for dataset/semantic_label_contradictions_strict.csv before workspace deletion"
"workspace_and_root_mirror","dataset/verify.py","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/verify.py","SHA-256 and consumer/provenance audit for dataset/verify.py before workspace deletion"
"workspace_and_root_mirror","dataset/verify_10k.py","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","dataset/verify_10k.py","SHA-256 and consumer/provenance audit for dataset/verify_10k.py before workspace deletion"
"workspace_and_root_mirror","debug_text.txt","documentation_or_provenance","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","debug_text.txt","SHA-256 and consumer/provenance audit for debug_text.txt before workspace deletion"
"workspace_and_root_mirror","deploy_to_pi.py","deployment_or_operational_entrypoint","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","deploy_to_pi.py","SHA-256 and consumer/provenance audit for deploy_to_pi.py before workspace deletion"
"workspace_and_root_mirror","developer_architectural_input.txt","documentation_or_provenance","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","developer_architectural_input.txt","SHA-256 and consumer/provenance audit for developer_architectural_input.txt before workspace deletion"
"workspace_and_root_mirror","Dockerfile","deployment_or_operational_entrypoint","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_after_deploy_path_migration","cloud_run_service/Dockerfile (byte-identical capability)","cloud_run_service/Dockerfile","canonical test/oracle passes and no caller resolves root/workspace Dockerfile"
"workspace_and_root_mirror","enrich_concepts.py","build_or_evaluation_tool","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","enrich_concepts.py","SHA-256 and consumer/provenance audit for enrich_concepts.py before workspace deletion"
"workspace_and_root_mirror","eval_phase01.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","eval_phase01.py","SHA-256 and consumer/provenance audit for eval_phase01.py before workspace deletion"
"workspace_and_root_mirror","figures/__init__.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","figures/__init__.py","SHA-256 and consumer/provenance audit for figures/__init__.py before workspace deletion"
"workspace_and_root_mirror","figures/build_chapter_scenes.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","figures/build_chapter_scenes.py","SHA-256 and consumer/provenance audit for figures/build_chapter_scenes.py before workspace deletion"
"workspace_and_root_mirror","figures/build_concept_scene.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","figures/build_concept_scene.py","SHA-256 and consumer/provenance audit for figures/build_concept_scene.py before workspace deletion"
"workspace_and_root_mirror","figures/build_quadratic_scenes.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","figures/build_quadratic_scenes.py","SHA-256 and consumer/provenance audit for figures/build_quadratic_scenes.py before workspace deletion"
"workspace_and_root_mirror","figures/figure_render.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","figures/figure_render.py","SHA-256 and consumer/provenance audit for figures/figure_render.py before workspace deletion"
"workspace_and_root_mirror","figures/figure_schema.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","figures/figure_schema.py","SHA-256 and consumer/provenance audit for figures/figure_schema.py before workspace deletion"
"workspace_and_root_mirror","figures/scene_render.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","figures/scene_render.py","SHA-256 and consumer/provenance audit for figures/scene_render.py before workspace deletion"
"workspace_and_root_mirror","generate_exemplar_dataset.py","build_or_evaluation_tool","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","generate_exemplar_dataset.py","SHA-256 and consumer/provenance audit for generate_exemplar_dataset.py before workspace deletion"
"workspace_and_root_mirror","hope_detector/__init__.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/hope_detector/__init__.py (byte-identical capability)","cloud_run_service/hope_detector/__init__.py","canonical test/oracle passes and no caller resolves root/workspace hope_detector/__init__.py"
"workspace_and_root_mirror","hope_detector/build_detector.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","hope_detector/build_detector.py","SHA-256 and consumer/provenance audit for hope_detector/build_detector.py before workspace deletion"
"workspace_and_root_mirror","hope_detector/clean_bank.py","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","hope_detector/clean_bank.py","SHA-256 and consumer/provenance audit for hope_detector/clean_bank.py before workspace deletion"
"workspace_and_root_mirror","hope_detector/detector.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/hope_detector/detector.py (byte-identical capability)","cloud_run_service/hope_detector/detector.py","canonical test/oracle passes and no caller resolves root/workspace hope_detector/detector.py"
"workspace_and_root_mirror","hope_detector/features.py","runtime_or_support_code","present","byte_identical","byte_identical","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/hope_detector/features.py (byte-identical capability)","cloud_run_service/hope_detector/features.py","canonical test/oracle passes and no caller resolves root/workspace hope_detector/features.py"
"workspace_and_root_mirror","implementation_task_query_from_developer.txt","documentation_or_provenance","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","implementation_task_query_from_developer.txt","SHA-256 and consumer/provenance audit for implementation_task_query_from_developer.txt before workspace deletion"
"workspace_and_root_mirror","inputs.txt","documentation_or_provenance","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","inputs.txt","SHA-256 and consumer/provenance audit for inputs.txt before workspace deletion"
"workspace_and_root_mirror","install_mode","runtime_or_support_code","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","install_mode","SHA-256 and consumer/provenance audit for install_mode before workspace deletion"
"workspace_and_root_mirror","learner_state.py","runtime_or_support_code","present","byte_identical","divergent","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/learner_state.py (authoritative canonical capability; workspace behavior rejected)","cloud_run_service/learner_state.py","canonical test/oracle passes and no caller resolves root/workspace learner_state.py"
"workspace_and_root_mirror","link_formulas.py","build_or_evaluation_tool","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","link_formulas.py","SHA-256 and consumer/provenance audit for link_formulas.py before workspace deletion"
"workspace_and_root_mirror","llm_vertex.py","runtime_or_support_code","present","byte_identical","divergent","discard_duplicate_canonical_present","discard_duplicate_behavior_after_caller_migration","cloud_run_service/llm_vertex.py (authoritative canonical capability; workspace behavior rejected)","cloud_run_service/llm_vertex.py","canonical test/oracle passes and no caller resolves root/workspace llm_vertex.py"
